R00001  Polyphosphate polyphosphohydrolase
R07248  alpha,alpha'-trehalose-6-mycolate:alpha,alpha'-trehalose-6-mycolate 6'-mycolyltransferase
R07249  acetyl-CoA:polysialic-acid O-acetyltransferase
R07250  malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing)
R07251  acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, thioester-hydrolysing)
R07252  acetyl-CoA:taxan-10beta-ol O-acetyltransferase
R07253  acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-reducing, thioester-hydrolysing and cyclizing)
R07254  malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing, reducing)
R07255  malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase
R07256  NDP-glucose:D-fructose 2-alpha-D-glucosyltransferase
R07257  GDP-mannose:undecaprenyl-phosphate D-mannosyltransferase
R07258  UDP-N-acetyl-D-glucosamine:6-(alpha-D-mannosyl)-beta-D-mannosyl- glycoprotein 2-beta-N-acetyl-D-glucosaminyltransferase
R07259  UDP-N-acetyl-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase
R07260  UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase
R07261  NDP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase
R07262  1,4-Dihydroxy-2-naphthoyl-CoA + H2O <=> 1,4-Dihydroxy-2-naphthoate + CoA
R07263  2-Succinylbenzoyl-CoA <=> 1,4-Dihydroxy-2-naphthoyl-CoA + H2O
R07264  2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase
R07265  alpha,alpha-trehalose:phosphate alpha-D-glucosyltransferase
R07266  UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase
R07267  (E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase
R07268  ATP:cobinamide Cobeta-adenosyltransferase
R07269  di-trans,poly-cis-decaprenyl-diphosphate:isopentenyl-diphosphate undecaprenylcistransferase
R07270  prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase
R07271  dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase
R07272  dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase
R07273  solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase
R07274  O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase
R07275  diamine:2-oxoglutarate aminotransferase
R07276  L-arogenate:2-oxoglutarate aminotransferase
R07277  nicotianamine:2-oxoglutarate aminotransferase; nicotianamine transaminase
R07278  dGTP:depurinated-DNA purine transferase
R07279  ATP:1D-myo-inositol 3-phosphotransferase; ATP:1L-myo-inositol 1-phosphotransferase
R07280  5-Amino-6-(5'-phosphoribitylamino)uracil + H2O <=> 5-Amino-6-(1-D-ribitylamino)uracil + Orthophosphate
R07281  D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)
R07282  polyribonucleotide:phosphate nucleotidyltransferase
R07283  CTP:tRNA cytidylyltransferase
R07284  ATP:tRNA adenylyltransferase
R07285  tRNA:phosphate nucleotidyltransferase
R07287  3'-phosphoadenylyl-sulfate:glycolithocholate sulfotransferase
R07288  3'-phosphoadenylyl-sulfate:dermatan 6'-sulfotransferase
R07289  3'-phosphoadenylyl-sulfate:glycochenodeoxycholate 7-sulfotransferase
R07290  formyl-CoA:oxalate CoA-transferase
R07291  2-lysophosphatidylcholine acylhydrolase
R07292  4-hydroxy-3-methoxycinnamoyl-sugar hydrolase
R07293  monoacylglycerol acylhydrolase
R07294  phenylglyoxylyl-CoA hydrolase
R07295  deoxycholoyl-CoA hydrolase
R07296  choloyl-CoA hydrolase
R07297  5'-ribonucleotide phosphohydrolase
R07298  sn-glycerol-1-phosphate phosphohydrolase
R07299  1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase
R07300  N8-acetylspermidine amidohydrolase
R07301  (S)-N-acetylphenylethylamine:H2O hydrolase
R07302  adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)
R07303  N-benzylformamide amidohydrolase
R07305  cyanuric acid amidohydrolase
R07306  GTP 8,9-hydrolase (phosphate-forming)
R07307  dCTP aminohydrolase (dUMP-forming)
R07308  (R)-2-haloacid halidohydrolase
R07309  (S)-2-haloacid dehalogenase (configuration-retaining)
R07310  (R)-2-haloacid dehalogenase (configuration-retaining)
R07311  2'-hydroxybiphenyl-2-sulfinate sulfohydrolase
R07312  4-hydroxyphenylacetate carboxy-lyase
R07313  D-dopachrome carboxy-lyase
R07314  (3S)-3-hydroxyacyl-CoA hydro-lyase
R07315  carbamate hydro-lyase
R07316  carbamate hydro-lyase
R07317  2,7,4'-trihydroxyisoflavanone hydro-lyase (daidzein-forming)
R07318  7alpha,12alpha-dihydroxy-3-oxochol-4-enoate hydro-lyase
R07319  maltose 1-epimerase
R07320  violaxanthin-capsorubin isomerase (ketone-forming)
R07321  antheraxanthin-capsanthin isomerase (ketone-forming)
R07322  squalene mutase (cyclizing)
R07323  squalene mutase (cyclizing)
R07324  1D-myo-inositol-3-phosphate lyase (isomerizing)
R07325  long-chain-fatty-acid:[acyl-carrier-protein] ligase (AMP-forming)
R07326  alcohol:NAD+ oxidoreductase
R07327  alcohol:NAD+ oxidoreductase
R07328  alcohol:NADP+ oxidoreductase
R07329  flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
R07330  S-adenosyl-L-methionine:catechol O-methyltransferase
R07331  S-adenosyl-L-methionine:isoflavone 4'-O-methyltransferase
R07332  UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
R07333  UDP-glucose:flavanone 7-O-beta-D-glucosyltransferase
R07334  UDP-N-acetyl-D-glucosamine:beta-D-glucuronosyl-(1->4)-N-acetyl- alpha-D-glucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase
R07335  UDP-alpha-D-glucuronate:N-acetyl-alpha-D-glucosaminyl-(1->4)-beta-D- glucuronosyl-proteoglycan 4-beta-glucuronosyltransferase
R07336  alpha-D-glucuronate:N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D- glucuronosyl-proteoglycan 3-beta-glucuronosyltransferase
R07337  UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-beta-L-rhamnosyltransferase
R07338  UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase
R07339  UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltransferase
R07340  UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside 2'''-O-beta-D-glucosyltransferase
R07341  nucleotide:nucleoside 5'-phosphotransferase
R07342  aryl-ester hydrolase
R07343  myo-inositol-phosphate phosphohydrolase
R07344  flavanone lyase (decyclizing)
R07345  reduced-(S)-usnate:NAD+ oxidoreductase (ether-bond-forming)
R07346  D-glucitol:NADP+ oxidoreductase
R07347  pyranose:acceptor oxidoreductase
R07348  pyranoside:acceptor oxidoreductase
R07349  n-alkanal:NAD+ 2-oxidoreductase
R07350  n-alkanal:NADP+ 2-oxidoreductase
R07351  flavan-3-ol:NAD+ oxidoreductase
R07352  flavan-3-ol:NADP+ oxidoreductase
R07353  6-(2-Amino-2-carboxyethyl)-7,8-dioxo-7,8-dihydroquinoline-2,4- dicarboxylate:oxygen oxidoreductase (cyclizing)
R07354  5,6,7,8-tetrahydropteridine:NAD+ oxidoreductase
R07355  5,6,7,8-tetrahydropteridine:NADP+ oxidoreductase
R07356  2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygen oxidoreductase (cyclizing)
R07357  4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygen oxidoreductase (cyclizing)
R07358  NADH:quinone oxidoreductase
R07359  NADPH:quinone oxidoreductase
R07360  S-prenyl-L-cysteine:oxygen oxidoreductase
R07361  1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide:quinone oxidoreductase
R07362  D-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
R07363  1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming)
R07364  1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)
R07365  sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)
R07366  leucocyanidin,2-oxoglutarate:oxygen oxidoreductase
R07367  flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)
R07368  dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase
R07369  flavanone,NADPH:oxygen oxidoreductase
R07370  3',5'-dihydroxyflavanone,NADPH:oxygen oxidoreductase
R07371  isoflavone,NADPH:oxygen oxidoreductase (2'-hydroxylating)
R07372  cholest-5-ene-3beta,27-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)
R07373  senecionine,NADPH:oxygen oxidoreductase (N-oxide-forming)
R07374  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl- CoA:acceptor 24-oxidoreductase (24R-hydroxylating)
R07375  S-adenosyl-L-methionine:hydroxyisoflavone 7-O-methyltransferase
R07376  Phosphatidylethanolamine + L-Serine <=> Phosphatidylserine + Ethanolamine
R07377  Phosphatidylcholine + L-Serine <=> Phosphatidylserine + Choline
R07379  Plasmenylethanolamine 2-acylhydrolase
R07380  Lysoplasmalogen ethanolamine phosphohydrolase
R07381  Plasmenylethanolamine ethanolamine phosphohydrolase
R07382  1-(1-Alkenyl)-sn-glycero-3-phosphate + Acyl-CoA <=> 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + CoA
R07383  2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + H2O <=> 1-Alkenyl-2-acylglycerol + Orthophosphate
R07384  O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + CMP <=> 1-Alkenyl-2-acylglycerol + CDP-ethanolamine
R07385  O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + Ethanolamine
R07386  O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + Choline <=> Plasmenylcholine + Ethanolamine
R07387  Plasmanylcholine 2-acylhydrolase
R07388  1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase
R07389  1-Alkyl-2-acylglycerol + CDP-choline <=> 1-Radyl-2-acyl-sn-glycero-3-phosphocholine + CMP
R07390  2 Phosphatidylglycerol <=> Cardiolipin + Glycerol
R07392  S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase
R07393  2,3-Diketo-5-methylthiopentyl-1-phosphate <=> 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
R07394  2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate + H2O <=> 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Orthophosphate
R07395  5-(Methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)
R07396  4-Methylthio-2-oxobutanoic acid + L-Glutamate <=> L-Methionine + 2-Oxoglutarate
R07397  UDP-N-acetyl-D-glucosamine:beta-D-glucuronosyl-(1->3)-beta-D- galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl- proteoglycan; 4IV-alpha-N-acetyl-D-glucosaminyltransferase
R07398  glycoprotein-phosphatidylinositol phosphatidohydrolase
R07399  Acetyl-CoA + Pyruvate + H2O <=> (R)-2-Methylmalate + CoA
R07400  cephalosporin C:oxygen oxidoreductase (deaminating)
R07401  (7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate + H2O2 <=> (7R)-7-(4-Carboxybutanamido)cephalosporanate + CO2 + H2O
R07402  (7R)-7-(4-carboxybutanamido)cephalosporanate amidohydrolase
R07403  Indole + NADPH + H+ + Oxygen <=> Indolin-2-one + NADP+ + H2O
R07404  5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)
R07405  5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase
R07406  2-Amino-3-oxo-4-phosphonooxybutyrate <=> 3-Amino-2-oxopropyl phosphate + CO2
R07407  L-aspartate:NADP+ oxidoreductase (deaminating)
R07408  4-Aminobutanal <=> 1-Pyrroline + H2O
R07409  choline,reduced-ferredoxin:oxygen oxidoreductase
R07410  L-aspartate:NAD+ oxidoreductase (deaminating)
R07411  Heme <=> Heme O
R07412  Heme O <=> Heme A
R07413  Digalacturonate + H2O <=> 2 D-Galacturonate
R07414  glutamate putrescine ligase
R07415  gamma-L-Glutamylputrescine + H2O + Oxygen <=> gamma-Glutamyl-gamma-aminobutyraldehyde + NH3 + H2O2
R07416  N-Methylanthranilate:CoA ligase (AMP-forming)
R07417  gamma-Glutamyl-gamma-aminobutyraldehyde + NAD+ + H2O <=> gamma-Glutamyl-gamma-aminobutyrate + NADH + H+
R07418  gamma-Glutamyl-gamma-aminobutyraldehyde + NADP+ + H2O <=> gamma-Glutamyl-gamma-aminobutyrate + NADPH + H+
R07419  4-(Glutamylamino)butanoate amidohydrolase
R07420  Phosphocreatine <=> Creatinine + Orthophosphate
R07421  Indolin-2-one + NADPH + H+ + Oxygen <=> 3-Hydroxyindolin-2-one + NADP+ + H2O
R07422  3-Hydroxyindolin-2-one + NADPH + H+ + Oxygen <=> HBOA + NADP+ + H2O
R07423  HBOA + NADPH + H+ + Oxygen <=> DIBOA + NADP+ + H2O
R07424  DIBOA <=> TRIBOA
R07425  TRIBOA <=> DIMBOA
R07426  UDP-glucose + DIBOA <=> UDP + DIBOA-glucoside
R07427  Delta5-3-ketosteroid isomerase
R07428  3-beta-hydroxysteroid dehydrogenase
R07429  Campest-4-en-3-one,NADPH:steroid 5alpha-reductase
R07430  6-Oxocampestanol,NADPH:brassinosteroid C22alpha-hydroxylase
R07431  6-Deoxo-cathasterone:brassinosteroid C23alpha-hydroxylase
R07432  p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase
R07433  5-O-caffeoylshikimic acid:shikimate hydroxycinnamoyltransferase
R07436  p-coumaroyl-CoA:caffeoyl-CoA 3-hydroxylase
R07437  4-coumaryl alcohol:NADP+ oxidoreductase
R07440  Ferulate + NADPH + H+ + Oxygen <=> 5-Hydroxyferulate + NADP+ + H2O
R07441  sinapoyl aldehyde:NAD oxidoreductase
R07442  sinapoyl aldehyde:NADP oxidoreductase
R07443  donor:hydrogen-peroxide oxidoreductase
R07444  Teasterone:brassinosteroid C3-oxidoreductase
R07445  Campesterol,NADPH:brassinosteroid C22alpha-hydroxylase
R07446  22alpha-Hydroxy-campesterol:3-oxosteroid Delta5-Delta4-isomerase,NAD+ 3-oxidoreductase
R07447  22alpha-Hydroxy-campest-4-en-3-one,NADPH:steroid 5alpha-reductase
R07448  6-Deoxocathasterone:brassinosteroid C23alpha-hydroxylase
R07449  6-Deoxoteasterone:brassinosteroid C3-oxidoreductase
R07450  6-Deoxocastasterone:brassinosteroid C6-oxidase
R07451  6alpha-Hydroxy-castasterone <=> Castasterone
R07452  Campest-4-en-3-one,NADPH:brassinosteroid C22alpha-hydroxylase
R07453  5alpha-Campestan-3-one,NADPH:brassinosteroid C22alpha-hydroxylase
R07454  Campesterol,NADPH:brassinosteroid C22alpha-hydroxylase
R07455  6-Deoxoteasterone:brassinosteroid C6-oxidase
R07456  D-Glyceraldehyde 3-phosphate + D-Ribulose 5-phosphate + L-Glutamine <=> Pyridoxal phosphate + L-Glutamate
R07457  3-Dehydro-6-deoxoteasterone:brassinosteroid C6-oxidase
R07458  6-Deoxotyphasterol:brassinosteroid C6-oxidase
R07459  C15810 + ATP <=> C15813 + Diphosphate
R07460  L-cysteine:[ThiI] sulfurtransferase
R07461  [Enzyme]-S-sulfanylcysteine + C15813 <=> C15814
R07462  C15814 <=> C15815
R07463  glycine oxidase
R07464  C15815 + 1-Deoxy-D-xylulose 5-phosphate + L-Tyrosine <=> 4-Methyl-5-(2-phosphoethyl)-thiazole
R07465  C15815 + L-Tyrosine + Iminoglycine <=> 4-Methyl-5-(2-phosphoethyl)-thiazole
R07466  5alpha-Campestan-3-one <=> Campestanol
R07467  Campestanol + Oxygen + Reduced acceptor <=> 6alpha-Hydroxycampestanol + H2O + Acceptor
R07468  6alpha-Hydroxycampestanol <=> 6-Oxocampestanol
R07469  3-Dehydroteasterone <=> Typhasterol
R07470  Typhasterol + Oxygen + Reduced acceptor <=> Castasterone + H2O + Acceptor
R07471  Castasterone <=> Brassinolide
R07472  22alpha-Hydroxy-5alpha-campestan-3-one <=> 6-Deoxocathasterone
R07473  3-Dehydro-6-deoxoteasterone <=> 6-Deoxotyphasterol
R07474  6-Deoxotyphasterol + Oxygen <=> 6-Deoxocastasterone + H2O
R07475  Geranylgeranyl diphosphate + Isopentenyl diphosphate <=> all-trans-Pentaprenyl diphosphate + Diphosphate
R07476  (2R)-O-phospho-3-sulfolactate sulfo-lyase
R07477  Spermidine + NAD+ <=> Dehydrospermidine + NADH + H+
R07478  N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ <=> [eIF5A-precursor]-deoxyhypusine + NAD+
R07479  Dehydrospermidine + [eIF5A-precursor]-lysine <=> N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + 1,3-Diaminopropane
R07480  N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + [eIF5A-precursor]-lysine <=> N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine + [eIF5A-precursor]-lysine
R07481  Cycloartenol + S-Adenosyl-L-methionine <=> 24-Methylenecycloartanol + S-Adenosyl-L-homocysteine
R07482  24-Methylenecycloartanol <=> Cycloeucalenol
R07483  4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + NADPH + H+ <=> 4alpha-Methylfecosterol + NADP+
R07484  4alpha-Methylfecosterol <=> 24-Methylene lophenol
R07485  24-Ethylidene lophenol <=> delta7-Avenasterol
R07486  delta7-Avenasterol <=> 5-Dehydroavenasterol
R07487  5-Dehydroavenasterol <=> Isofucosterol
R07488  Isofucosterol + NADPH + H+ <=> Sitosterol + NADP+
R07489  Sitosterol <=> Stigmasterol
R07490  24-Methylene lophenol <=> Episterol
R07491  Episterol <=> 5-Dehydroepisterol
R07492  5-Dehydroepisterol <=> 24-Methylenecholesterol
R07493  24-Methylenecholesterol + NADPH + H+ <=> Campesterol + NADP+
R07494  4alpha-Methylzymosterol-4-carboxylate + NADP+ <=> 3-Keto-4-methylzymosterol + NADPH + H+ + CO2
R07495  3-Keto-4-methylzymosterol + NADP+ <=> 4alpha-Methylzymosterol + NADPH + H+
R07496  4alpha-Methylzymosterol <=> Zymosterol
R07497  Fecosterol <=> Episterol
R07498  Zymosterol + NADPH + H+ <=> 5alpha-Cholest-8-en-3beta-ol + NADP+
R07499  14-Demethyllanosterol + NADPH + H+ <=> 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol + NADP+
R07500  phytyl-diphosphate:homogentisate phytyltransferase (decarboxylating)
R07501  2-Methyl-6-phytylquinol + S-Adenosyl-L-methionine <=> 2,3-Dimethyl-5-phytylquinol + S-Adenosyl-L-homocysteine
R07502  2,3-Dimethyl-5-phytylquinol <=> gamma-Tocopherol
R07503  2-Methyl-6-phytylquinol <=> delta-Tocopherol
R07504  S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase
R07505  Episterol + NADP+ <=> 5,7,24(28)-Ergostatrienol + NADPH + H+
R07506  5,7,24(28)-Ergostatrienol + NADP+ <=> Ergosta-5,7,22,24(28)-tetraen-3beta-ol + NADPH + H+
R07507  7-Dehydrodesmosterol + NADPH + H+ <=> Cholesta-5,7-dien-3beta-ol + NADP+
R07508  beta-Tocopherol <=> alpha-Tocopherol
R07509  14-Demethyllanosterol + 3 NADPH + 3 H+ + 3 Oxygen <=> 4alpha-Methylzymosterol-4-carboxylate + 3 NADP+ + 4 H2O
R07510  15-cis-Phytoene <=> 9,9'-Di-cis-zeta-carotene + 2 Hydrogen
R07511  9,9'-Di-cis-zeta-carotene <=> 7,9,7',9'-Tetra-cis-lycopene + 2 Hydrogen
R07512  7,9,7',9'-Tetra-cis-lycopene <=> Lycopene
R07513  17-O-acetylajmaline O-acetylhydrolase
R07514  6-hydroxypseudooxynicotinemonooxygenase
R07515  2,6-dihydroxypseudooxynicotinehydrolase
R07516  gamma-Carotene + H2O <=> 1'-Hydroxy-gamma-carotene
R07517  1'-Hydroxy-gamma-carotene <=> 1'-Hydroxytorulene
R07518  Lycopene <=> 3,4-Dehydrolycopene + Hydrogen
R07519  Lycopene + H2O <=> Rhodopin
R07520  Rhodopin <=> 3,4-Dehydrorhodopin + 2 Hydrogen
R07521  3,4-Dehydrorhodopin + S-Adenosyl-L-methionine <=> Anhydrorhodovibrin + S-Adenosyl-L-homocysteine
R07522  Anhydrorhodovibrin + H2O <=> Rhodovibrin
R07523  Rhodovibrin <=> Hydroxyspirilloxanthin + Hydrogen
R07524  Hydroxyspirilloxanthin + S-Adenosyl-L-methionine <=> Spirilloxanthin + S-Adenosyl-L-homocysteine
R07525  Spirilloxanthin + Oxygen <=> 2-Ketospirilloxanthin + H2O
R07526  2-Ketospirilloxanthin + Oxygen <=> 2,2'-Diketospirilloxanthin + H2O
R07527  Rhodopin + S-Adenosyl-L-methionine <=> 3,4-Dihydroanhydrorhodovibrin + S-Adenosyl-L-homocysteine
R07528  3,4-Dihydroanhydrorhodovibrin + H2O <=> 3',4'-Dihydrorhodovibrin
R07529  3',4'-Dihydrorhodovibrin + S-Adenosyl-L-methionine <=> 3,4,3',4'-Tetrahydrospirilloxanthin + S-Adenosyl-L-homocysteine
R07530  alpha-Carotene <=> Zeinoxanthin
R07531  Zeinoxanthin <=> Lutein
R07532  Neurosporene + H2O <=> Chloroxanthin
R07533  Chloroxanthin <=> 3,4-Dihydrospheroidene
R07534  Chloroxanthin <=> Demethylspheroidene + Hydrogen
R07535  Demethylspheroidene + S-Adenosyl-L-methionine <=> Spheroidene + S-Adenosyl-L-homocysteine
R07536  Spheroidene + H2O <=> Hydroxyspheroidene
R07537  Spheroidene + Oxygen <=> Spheroidenone + H2O
R07538  Hydroxyspheroidene + Oxygen <=> Hydroxyspheroidenone + H2O
R07539  Spheroidenone + H2O <=> Hydroxyspheroidenone
R07540  gamma-Carotene + Hydrogen <=> 1',2'-Dihydro-gamma-carotene
R07541  gamma-Carotene <=> Chlorobactene
R07542  gamma-Carotene + Hydrogen <=> 1',2'-Dihydrochlorobactene
R07543  Chlorobactene + H2O <=> Hydroxychlorobactene
R07544  Hydroxychlorobactene <=> Hydroxychlorobactene glucoside
R07545  Hydroxychlorobactene glucoside <=> Hydroxychlorobactene glucoside ester
R07546  1'-Hydroxy-gamma-carotene <=> 1'-Hydroxy-gamma-carotene glucoside
R07547  1'-Hydroxy-gamma-carotene glucoside <=> 1'-Hydroxy-gamma-carotene glucoside ester
R07548  gamma-Carotene <=> Myxol
R07549  Myxol <=> 4-Ketomyxol
R07550  Myxol <=> 4-Hydroxymyxol
R07551  4-Ketomyxol <=> 4-Hydroxymyxol
R07552  gamma-Carotene <=> Deoxymyxol
R07553  Deoxymyxol <=> (2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)
R07554  (2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside) <=> (3R,2'S)-Myxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)
R07555  gamma-Carotene <=> (2'S)-Deoxymyxol 2'-alpha-L-fucoside
R07556  (2'S)-Deoxymyxol 2'-alpha-L-fucoside <=> (3R,2'S)-Myxol 2'-alpha-L-fucoside
R07557  (3R,2'S)-Myxol 2'-alpha-L-fucoside <=> (3S,2'S)-4-Ketomyxol 2'-alpha-L-fucoside
R07558  beta-Carotene <=> beta-Cryptoxanthin
R07559  beta-Cryptoxanthin <=> Zeaxanthin
R07560  beta-Carotene <=> Isorenieratene
R07561  Echinenone <=> 3'-Hydroxyechinenone
R07562  Echinenone <=> 3-Hydroxyechinenone
R07563  Echinenone <=> Canthaxanthin
R07564  beta-Cryptoxanthin <=> 3'-Hydroxyechinenone
R07565  beta-Cryptoxanthin <=> 3-Hydroxyechinenone
R07566  3'-Hydroxyechinenone <=> Phoenicoxanthin
R07567  3-Hydroxyechinenone <=> Phoenicoxanthin
R07568  Canthaxanthin <=> Phoenicoxanthin
R07569  3'-Hydroxyechinenone <=> Adonixanthin
R07570  3-Hydroxyechinenone <=> Adonixanthin
R07571  Zeaxanthin <=> Adonixanthin
R07572  Phoenicoxanthin <=> Astaxanthin
R07573  Adonixanthin <=> Astaxanthin
R07574  Zeaxanthin + 2 UDP-glucose <=> Zeaxanthin diglucoside + 2 UDP
R07575  Abscisate + UDP-glucose <=> Abscisic acid glucose ester + UDP
R07576  8'-Hydroxyabscisate <=> Phaseic acid
R07577  Phaseic acid <=> Dihydrophaseic acid
R07578  beta-Cryptoxanthin <=> Thermocryptoxanthin
R07579  Thermocryptoxanthin <=> Thermozeaxanthin
R07580  Zeaxanthin <=> Thermozeaxanthin
R07581  Thermozeaxanthin <=> Thermobiszeaxanthin
R07582  (9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoate phosphohydrolase
R07583  myo-inositol-hexakisphosphate 5-phosphohydrolase
R07584  myo-inositol-hexakisphosphate 5-phosphohydrolase
R07597  5,6alpha-epoxy-5alpha-cholestan-3beta-ol hydrolase
R07598  L-lysine:oxygen 6-oxidoreductase (deaminating)
R07599  3-Methyl-2-oxobutanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxypropyl-ThPP + CO2
R07600  2-Methyl-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine + Thiamin diphosphate
R07601  4-Methyl-2-oxopentanoate + Thiamin diphosphate <=> 3-Methyl-1-hydroxybutyl-ThPP + CO2
R07602  3-Methyl-1-hydroxybutyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine + Thiamin diphosphate
